rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
4 500 zł,850 zł/miesiąc,"ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie",50 m²,2,parter/8,apartamentowiec,"ogródek, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2020,piwnica,52.229754,20.980625,"Wyjątkowy, doskonale doświetlony 2-pokojowy apartament z dużym ogrodem od strony południowo-zachodniej – dodatkowa przestrzeń i miejsce do relaksu i zabawy. Loftowy design, nowoczesne elementy. Unikalna lokalizacja na pograniczu Śródmieścia i Woli, 5 minut spacerem. od metra Rondo Daszyńskiego.

Wykończony w wysokim standardzie apartament oferuje wygodę w śródmiejskim stylu dla wymagającego lokatora. Apartament zachwyca od momentu wejścia, ogromne lustra, przeszklenia od podłogi do sufitu. Przestrzenny otwarty salon z wyjściem na taras. Nowoczesna kuchnia wyposażona w sprzęty AGD (kuchnia indukcyjna, piekarnik, zmywarka, okap, lodówka) z dużym okrągłym stołem i widokiem na ogród i zieleń. Sypialnia (ok. 12 metrów) z dużą szafą wnękową i również z wyjściem na taras. Łazienka (5 metrów) z prysznicem i zabudowaną pralką. Do mieszkania przynależy komórka lokatorska (prawie 4m2).
Apartament znajduje się w nowym budynku oddanym do użytkowania w 2020 roku przy ul. Przyokopowej róg Grzybowskiej. Osiedle zamknięte, monitorowane w odległości krótkiego spaceru od metra Rondo Daszyńskiego oraz centrum miasta z licznymi restauracjami, obiektami sportowymi, szkołami i przedszkolami.
Apartament położony w trzeciej linii od ul. Przyokopowej, co sprawie, że mimo doskonałego położenia komunikacyjnego (100 metrów do przystanków tramwajowych i autobusowych) jest tu zacisznie i spokojnie.

Cena wynajmu: 4500 + dodatkowo opłata do spółdzielni około 950 złotych + podwójne miejsce postojowe z komórką lokatorską 550 zł + opłata za media (woda, energię eklektyczna).
Kaucja dwumiesięczna.
Najem okazjonalny na okres co najmniej jednego roku. Zapraszam.",https://www.otodom.pl/pl/oferta/bezposrednio-50-metrowy-apartament-80-metrow-taras-ID46Dp4
3 195 zł,600 zł/miesiąc,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",33 m²,1,2/11,apartamentowiec,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,,,,"Odkryj nowy wymiar życia w Warszawie z Vonder Upriver! Oferujemy wyjątkowe kawalerki na wynajem, idealne dla dynamicznych profesjonalistów z branży IT, marketingu, consultingu, finansów, wolnych zawodów i influencerów. Nasza międzynarodowa społeczność liczy ponad 700 mieszkańców, tworząc inspirujące środowisko do życia i pracy.
Co nas wyróżnia?
Mieszkania ""pod klucz"": W pełni wyposażone kawalerki, gotowe do zamieszkania z samą walizką.
Elastyczny wynajem: Od 1 miesiąca do dowolnie długiego okresu, bez prowizji i z wszystkimi opłatami w jednej cenie.
Przestrzeń do pracy i relaksu: 500 m² dedykowanych do współpracy i indywidualnej pracy, w tym co-working, sala konferencyjna, siłownia, pokój cardio, kafeteria, salon wspólny i ekskluzywny bar dla najemców.
Społeczność i wydarzenia: Dołącz do naszych darmowych eventów, takich jak zajęcia jogi, wieczorki kinowe czy kulinarne wyprawy smaku.
Vonder Upriver – więcej niż mieszkanie:
Znajdujemy się w sercu Warszawy, nad Wisłą, oferując nie tylko luksusowe apartamenty, ale także przestrzeń, która sprzyja tworzeniu nowych relacji i wspólnym aktywnościom. Z nami wynajem jest prosty i szybki, a nasze usługi dostępne są w trzech językach.
Akceptujemy zwierzęta, ponieważ wiemy, że są one częścią Twojej rodziny.
Luksusowe kawalerki: Nasze apartamenty zaprojektowano z myślą o komforcie i funkcjonalności. Oferujemy nowoczesny design, w pełni wyposażoną kuchnię i łazienkę – wszystko, czego potrzebujesz, by mieszkać wygodnie i stylowo.
Zainteresowany? Skontaktuj się z nami już dziś telefonicznie lub przez WhatsApp. Śledź nas na Instagramie @vondereurope, by być na bieżąco z wydarzeniami i życiem społeczności Vonder Upriver.
Nie czekaj, odkryj swój nowy styl życia z Vonder Upriver i żyj na własnych zasadach!
*** ENGLISH
Discover a new dimension of living in Warsaw with Vonder Upriver! We offer exceptional studio apartments for rent, perfect for dynamic professionals in IT, marketing, consulting, finance, the freelance sector, and influencers. Our international community of over 700 residents creates an inspiring environment for living and working.
What sets us apart?
""Turnkey"" apartments: Fully furnished studios, ready for you to move in with just a suitcase.
Flexible rental: From one month to any length of period, with no commission and all fees included in one price.
Space for work and relaxation: 500 sqm dedicated to collaboration and individual work, including co-working spaces, a conference room, gym, cardio room, cafeteria, communal lounge, and an exclusive bar for residents.
Community and events: Join our free events, such as yoga classes, movie nights, or culinary expeditions.
Vonder Upriver – more than an apartment:
Located in the heart of Warsaw, by the Vistula River, we offer not just luxury apartments but also spaces that encourage forming new relationships and shared activities. With us, renting is easy and quick, and our services are available in three languages. We accept pets, knowing they are part of your family.
Luxurious studio apartments:
Our apartments are designed with comfort and functionality in mind. We offer a modern design, fully equipped kitchen, and bathroom – everything you need to live comfortably and stylishly.
Interested? Contact us today by phone or WhatsApp. Follow us on Instagram @vondereurope to stay updated with events and community life at Vonder Upriver.
Don't wait, discover your new lifestyle with Vonder Upriver and live on your own terms!",https://www.otodom.pl/pl/oferta/co-working-gym-flexible-term-1-5-months-ID4ojgf
2 950 zł,630 zł/miesiąc,"ul. Sielecka 7, Sielce, Mokotów, Warszawa, mazowieckie",36 m²,1,2/4,kamienica,balkon,do zamieszkania,prywatny,,,nie,,1954,"piwnica, oddzielna kuchnia",52.204148,21.038674,"SIELECKA 36m2
Bezpośrednio po remoncie od właściciela. Piękna, słoneczna, duża kawalerka po generalnym remoncie. Dostępne od 01 marca 2024 Duży pokój z aneksem sypialnym i balkonem, do tego duża kuchnia z czteroosobowym stołem. Łazienka z prysznicem. Kuchnia duża, z dużym oknem i przestrzenią jadalną. W przedpokoju bardzo pojemna szafa wnękowa, która pomieści wiele rzeczy. W salonie duża bardzo wygodna rozkładana sofa dla gości. Podwójne, wygodne, nowe dwuosobowe łózko w aneksie sypialnym. Mieszkanie znajduje się w wyremontowanej kamienicy, co sprawia o jego wyjątkowym charakterze. Wysokość pomieszczeń jest większa niż w nowych budynkach. Do mieszkania należy piwnica. Drugie piętro, okna i balkon wychodzą na zielone, wielkie, ciche podwórze. Mieszkanie jest w stanie urządzania. Trwają ostatnie prace aranżacyjne. Będzie urządzone w nowoczesnym eleganckim stylu. Nowy lokator będzie miał zupełnie nowe wnętrze. Miejsce doskonale skomunikowane. Tramwaje i autobusy do centrum 15 min. Można też dojść na piechotę gdy chce się zażyć nieco ruchu. W okolicy dużo zieleni: Łazienki , park Morskie Oko, Park Sielecki w odległości kilku minut spacerem. To miejsce w którym mieszkanie jest przyjemnością. Wokół sklepy ,kawiarnie, banki i wszystko w zasięgu kilku minut pieszo. Cena wynajmu to 2950zł. plus 630zł czynsz administracyjny i opłaty za energię. Gorąco polecam Tel :50*******31
SIELECKA 36m2
Directly from the owner. Beautiful, sunny, large studio apartment after general renovation. Free from 01 March 2024 A large room with a sleeping area and a balcony, and a large kitchen with a four-person table. Bathroom with shower. Large kitchen, with a large window and dining space. In the hall there is a very spacious built-in wardrobe that can accommodate many things. In the living room there is a large, very comfortable sofa bed for guests. A new, comfortable double bed in the sleeping area. The apartment is located in a renovated tenement house, which gives it a unique character. The height of the rooms is higher than in new buildings. The apartment includes a basement. The second floor, windows and balcony overlook a green, large, quiet yard. The apartment isr furnished. The final arrangement works are in progress. It will be decorated in a modern, elegant style. The new tenant will have a completely new interior. The place is perfectly connected. Trams and buses to the center 15 min. You can also go on foot if you want to get some exercise. There is a lot of greenery in the area: Łazienki Park, Morskie Oko Park, Sielecki Park within a few minutes' walk. This is a place where living is a pleasure. Surrounded by shops, cafes, banks and everything within a few minutes' walk. The rental price2950 plus PLN 630 administrative rent and energy fees.",https://www.otodom.pl/pl/oferta/36m2-swiezo-po-remoncie-ID4psxB
5 900 zł,,"Falenica, Wawer, Warszawa, mazowieckie","121,26 m²",4,1,dom wolnostojący,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,,"klimatyzacja, tylko dla niepalących",,,"Do wynajęcia mieszkanie po remoncie w warszawskiej Falenicy.
Powierzchnia mieszkania to 121 m2.

W okolicy dużo terenów rekreacyjnych, leśnych, punktów usługowych oraz m.in. kultowy bazar w Falenicy (ok.400 m)
Przystanek autobusowy  - 150 m, do stacji PKP/SKM Warszawa Falenica 600 m. Na tej stacji funkcjonuje studyjne kino z kawiarnią.
Dla osób zmotoryzowanych — w odległości ok 1,5 km Południowa Obwodnica Warszawy zapewniająca szybką komunikację z druga częścią Warszawy — np. na lotnisko dojedziemy w 20 minut!
Mieszkanie gotowe jest do zamieszkania od zaraz.
Zabudowa kuchenna wyposażona w nową lodówkę Haier, kuchnię gazową, piekarnik elektryczny Samsung Dualcook, zmywarkę, okap.

Mieszkanie wyposażone w klimatyzację, w oknach rolety zaciemniające.
Mieszkanie częściowo umeblowane.

Do ceny należy doliczyć opłaty za media: woda, prąd, ogrzewanie (rozliczane zgodnie z zużyciem).

Wymagana kaucja zabezpieczająca w wysokości 6000 zł.
Zapraszamy do oglądania.",https://www.otodom.pl/pl/oferta/duze-rodzinne-mieszkanie-600-m-do-pkp-falenica-ID4pDoD
3 500 zł,,"ul. Ibisa, Stary Imielin, Ursynów, Warszawa, mazowieckie",55 m²,3,parter/3,dom wolnostojący,,do zamieszkania,prywatny,,"zmywarka, lodówka, kuchenka, pralka",nie,,2023,oddzielna kuchnia,52.141471,21.020013,"Do wynajęcia atrakcyjne, trzypokojowe, nowe mieszkanie na Ursynowie z wyjściem na ogród na zamkniętym terenie. Mieszkanie ma powierzchnię 55 m2 i znajduje się na parterze w 3 piętrowym  budynku. Na powierzchnię mieszkania składają 4 niezależne pokoje, w pełni wyposażona kuchnia, korytarz, łazienka oraz schowek. Możliwość korzystania z jednego miejsca parkingowego. Mieszkanie jest bezczynszowe. Opłaty licznikowe: prąd, gaz, zimna woda, ciepła woda, ogrzewanie i kanalizacja.
Czynsz 3500 pln. Do czynszu należy doliczyć zaliczkę na poczet mediów w kwocie 500 pln/ miesięcznie.
Mieszkanie znajduje się w sąsiedztwie ulicy Puławskiej i trasy S8, okolica Auchan i Obi, 100 metrów do przystanków autobusowych.",https://www.otodom.pl/pl/oferta/bezczynszowe-55-m-ursynow-bezposrednio-ID4pDoy
2 500 zł,660 zł/miesiąc,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",31 m²,1,3,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2023,,52.201481,20.885939,"Dzień dobry! 
Wynajmę bezpośrednio zupełnie nową, nigdy nie zamieszkałą kawalerkę o powierzchni 31m2 z wydzieloną sypialnią.. Mieszkanie położone jest na 3 piętrze 8-kondygnacyjnego budynku. Zostało urządzone w bardzo wysokim standardzie. Do mieszkania przynależy miejsce parkingowe w garażu podziemnym. 
  Opis mieszkania:
Aneks Kuchenny – zmywarka, piekarnik, płyta indukcyjna, lodówka z zamrażarką, zlewozmywak, okap
Salon – stół, 4 krzesła, rozkładana sofa z funkcją spania, telewizor odchylający się od ściany pod kątem 90 stopni, szafka RTV, półki
Przedpokój - duża szafa z miejscem na wieszaki
Łazienka – prysznic, pralka, pojemna szafka
Sypialnia – duże łóżko (160 cm x 200 cm) z pojemnikiem, biurko
Balkon – 5 m2
  Budynek z 2023 roku. Hol, klatka schodowa oraz windy w wysokim standardzie. Wokół wszystkie przydatne usługi: sklepy spożywcze, piekarnie, kawiarnie, restauracje, fryzjer, dentysta, przedszkola itp.
  LOKALIZACJA
Budynek usytuowany na Warszawskim Ursusie 10 minut pieszo od Factory Ursus, 11 minut pieszo od stacji kolejowej PKP Ursus 01, 14 minut pieszo do stacji Ursus Północny, 10 minut od trasy S2, 10 minut od CH Skorosze, 12 minut od CH Blue City.
  CENA ORAZ WARUNKI NAJMU:
2 500 zł najem
660 zł czynsz administracyjny
5 000 zł kaucja zwrotna
Energia elektryczna rozliczana miesięcznie – dodatkowo płatna wg zużycia
Najem okazjonalny - koszty notariusza pokrywa najemca
Zainteresowanych proszę o kontakt pod numerem telefonu podanym w ogłoszeniu.
Oferta bezpośrednia od właściciela. 
W mieszkaniu obowiązuje zakaz palenia oraz zakaz zwierząt. 
-
English version:
For direct lease, a pristine, never-before-occupied studio apartment boasting 31m2 of space, complete with a designated bedroom. Situated on the third floor of an eight-story building, this residence has been adorned with meticulous attention to detail, offering a standard of living that exceeds expectations. Included with the apartment is a coveted parking spot within the underground garage.
Apartment Features:
Kitchenette: Equipped with a dishwasher, oven, induction hob, refrigerator with freezer, sink, and extractor hood.
Living Room: Furnished with a dining table, four chairs, a sleeper sofa, TV cabinet, and shelves.
Entryway: Offers ample storage with a sizable wardrobe.
Bathroom: Features a refreshing shower, washing machine, and spacious storage cabinet.
Bedroom: Presents a generously sized bed (160 cm x 200 cm) with built-in storage, complemented by a desk.
Balcony: Provides a charming outdoor space spanning 5 m2.
Constructed in 2023, the building boasts a modern lobby, well-maintained staircases, and efficient elevators. Conveniently located amenities such as grocery stores, bakeries, cafes, restaurants, hair salons, dental clinics, and kindergartens surround the area.
Location: Nestled in Warsaw's Ursus district, a mere 10-minute stroll from Factory Ursus, an 11-minute walk from the Ursus 01 PKP railway station, a 14-minute walk to Ursus Północny station, and within 10 minutes' reach of the S2 route, Skorosze Shopping Center, and Blue City Shopping Center.
Rental Terms:
Monthly Rent: 2,500 PLN
Administrative Fee: 660 PLN
Refundable Security Deposit: 5,000 PLN
Electricity billed monthly based on usage
Occasional rent arrangement - tenant covers notary expenses
Interested parties are kindly requested to contact the provided phone number. This offer comes directly from the property owner. Smoking and pets are not permitted within the apartment.",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-ursus-31-m2-ID4pjdw
11 500 zł,,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",70 m²,2,4/6,blok,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2019,"klimatyzacja, piwnica, tylko dla niepalących",52.236645,20.992064,"Wynajem długoterminowy
Krochmalna 54
To ekskluzywne mieszkanie o powierzchni 70 metrów kwadratowych, usytuowane na 4. piętrze.
Głównym atutem tego apartamentu jest otwarty salon połączony z kuchnią, tworząc elegancką i przestronną przestrzeń życiową. Całe mieszkanie jest wyposażone w inteligentne sterowanie, głośniki Bose, klimatyzowane. Salon zaskakuje sporej wielkości bio-kominkiem. Poranki umila na stałe zamontowany ekspres do kawy, natomiast wyspa na środku kuchni poprawia jej funkcjonalność, posiada ona również winiarkę. Mieszkanie oferuje dwie łazienki, z których jedna jest przylegająca do sypialni. Jest ona wyposażona w przestronny prysznic, podgrzewaną podłogę. W apartamencie znajduje się wysuwany projektor o wielkości 90 cali, który zamienia sypialnię w niepowtarzalne kino domowe.Apartament posiada jeden balkon na stronę zachodnią jak i loggię na stronę wschodnią, na której w ciepłe dni można cieszyć się atmosferą mini ogrodu.Całość mieszkania utrzymana jest w eleganckiej i ekskluzywnej estetyce, dzięki ciemnym kolorom i starannie zaprojektowanym detalom.
Apartament z miejscem parkingowym.
Oferta prywatna, agencjom serdecznie dziękuje.
Mieszkanie dostępne: od już
Cena: 13.500zł",https://www.otodom.pl/pl/oferta/apartament-na-browarach-krochmalna-54-ID4pjd9
4 500 zł,,"Międzylesie, Wawer, Warszawa, mazowieckie",70 m²,4,1/2,dom wolnostojący,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, kuchenka, pralka",nie,,,,,,"Do wynajęcia atrakcyjne, trzypokojowe rozkładowe mieszkanie z w Wawrze przy ulicy Wiązanej. Mieszkanie ma powierzchnię 70 m2 i znajduje się na pierwszym piętrze w 1 piętrowym  budynku. Na powierzchnię mieszkania składają się: 4 pokoje, w pełni wyposażona kuchnia, korytarz oraz łazienka z oknem. Mieszkanie jest bezczynszowe. Jedyne opłaty licznikowe: prąd, gaz, zimna woda, szambo. Zaliczka na poczet mediów płatna 600 pln miesięcznie do czynszu.
Mieszkanie znajduje się w bardzo dobrym punkcie z dogodnym dojazdem do Mostu Siekierkowskiego. W niedalekim sąsiedztwie przystanki autobusowe, szkoły, przedszkola, sklepy oraz las trasy rowerowe i  spacerowe.
Do czynszu należy doliczyć 600 pln miesięcznie na poczet zużytych mediów.",https://www.otodom.pl/pl/oferta/bezczynszowe-wawer-4-pokoje-bezposrednio-ID4nblE
4 900 zł,1 400 zł/miesiąc,"ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",80 m²,3,3/4,kamienica,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,garaż/miejsce parkingowe,1938,oddzielna kuchnia,52.255103,21.047423,"Mieszkanie w przedwojennej kamienicy urządzone w przemyślany sposób, w bezpośrednim sąsiedztwie Konesera. Składa się z 3 pokoi (z dwóch wyjście na balkony), dużej kuchni i łazienki. Mieszkanie jest widne, umeblowane i w pełni wyposażone. 
*Dużo miejsca do przechowywania, osobna garderoba i liczne półki na książki;
*Miejsce postojowe w garażu sąsiedniego budynku;
*Ogrzewanie miejskie;
*Niedaleko dworzec, przystanki tramwajowe, autobusowe i stacja metra; sklepy spożywcze, warzywniak, CH Wileńska, restauracje i bary.
Cena do negocjacji.
Wymagana umowa najmu okazjonalnego.
Dostępne od 4 marca.
Opłaty: 4900+1400=6300 zł plus media (prąd, gaz, internet).
Nie jestem zainteresowany współpracą z pośrednikami.",https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-przedwojennej-kamienicy-ID4n6vF
3 500 zł,500 zł/miesiąc,"ul. 1 Sierpnia 40, Rakowiec, Ochota, Warszawa, mazowieckie",39 m²,2,5/10,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1975,,52.196613,20.974472,"Kontakt telefoniczny po godz. 18.00.
Nie jestem zainteresowana współpracą z pośrednikami.
.
Do wynajęcia dwupokojowe mieszkanie na pograniczu Ochota / Włochy (Okęcie) - ul.1 Sierpnia 40.
Wymagany najem okazjonalny - poświadczenie adresu do wyprowadzki u notariusza. Najem na minimum rok, bez zwierząt.
Około 39 m2, dwa pokoje, widna kuchnia, łazienka. Mieszkanie po remoncie, całkowicie wyposażone, nowe, wysoki standard.
Salon z jadalnią, rozkładaną kanapą, wyjściem na balkon od strony wschodniej. Sypialnia z dwuosobowym łóżkiem i pojemną szafą. Kuchnia z oknem, otwarta na salon. W kuchni zmywarka, piekarnik, płyta elektryczna, lodówka i pralka (wszystkie nowe sprzęty). Łazienka z dużym prysznicem. W przedpokoju szafa.
Mieszkanie widne, znajduje się na 5 piętrze w budynku z windami. Cicha okolica, zieleń. W pobliżu al. Krakowska, a także ul. Żwirki i Wigury z doskonałą komunikacją. W pobliżu tramwaj, autobus i kolej podmiejska.
Do opłaty za najem należy doliczyć czynsz (w obecnej wysokości około 500 PLN za 1osobę) oraz oplaty za media (w czynszu zaliczki na wodę i ogrzewanie). Wymagana kaucja 4000 PLN.
Kontakt telefoniczny po godz. 18.00.
Nie jestem zainteresowana współpracą z pośrednikami.",https://www.otodom.pl/pl/oferta/mieszkanie-39m2-2pok-ul-1-sierpnia-ID4pDne
2 200 zł,,"ul. Ibisa, Stary Imielin, Ursynów, Warszawa, mazowieckie",25 m²,1,parter/2,dom wolnostojący,"ogródek, taras",do zamieszkania,prywatny,,,nie,,2023,,52.141471,21.020013,"Do wynajęcia atrakcyjne, nowe mieszkanie na Ursynowie z trasem i wyjściem na ogród na zamkniętym terenie.
Mieszkanie ma powierzchnię 25 m2 i znajduje się na parterze w 2 piętrowym  budynku. Na powierzchnię mieszkania składa się mały salon z w pełni wyposażonym aneksem kuchennym, wydzielona przestrzeń sypialniana oraz łazienka z kabiną prysznicową z pralką. Możliwość korzystania z jednego miejsca parkingowego. Mieszkanie jest bezczynszowe. Opłaty licznikowe: prąd, gaz, zimna woda, ciepła woda, ogrzewanie i kanalizacja.
Czynsz 2200 pln. Do czynszu należy doliczyć zaliczkę na poczet mediów w kwocie 400 pln/ miesięcznie.
Mieszkanie znajduje się w sąsiedztwie ulicy Puławskiej i trasy S8, okolica Auchan i Obi, 100 metrów do przystanków autobusowych.
 ",https://www.otodom.pl/pl/oferta/bezczynszowe-25-m-ursynow-bezposrednio-ID4odvp
2 200 zł,350 zł/miesiąc,"ul. Władysława Broniewskiego 24A, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",27 m²,1,10/10,blok,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,1970,tylko dla niepalących,52.266934,20.966774,"Posiadam do wynajęcia kawalerkę przy ul. Broniewskiego Władysława 24A , na 10 piętrze, budynek 10 piętrowy.
Bok posiada domofon, 2 windy i podjazd dla wózków.
Kawalerka posiada dwudrzwiową szafę do sufitu w pokoju.

Istnieje możliwość wynajęcia miejsca postojowego na zamkniętym parkingu 200PLN/mc obok budynku. Na całym Żoliborzu obowiązuje płatna strefa parkowania!

Lokal ma 27m2. Składa się z: pokoju z aneksem kuchennym i łazienki.

Cena najmu za miesiąc składa się:
- 2200PLN  -> najem
- 350PLN    -> czynsz do spółdzielni
- Gaz oraz prąd dodatkowo płatne wg prognoz i rozliczeń.
W okolicy park-Sady Żoliborskie, sklepy np. Auchan czy Arkadia. Lokalizacja jest bardzo dobrze skomunikowana, do przystanku Sady żoliborskie niecałe 5min, do stacji metra Marymont 10min. Z okien piękny widok na miasto (na południowy wschód).

Oferta bezpośrednio od właściciela = brak prowizji. Umowa na rok!",https://www.otodom.pl/pl/oferta/zadbana-kawalerka-na-zoliborzu-27m2-ID4pC3m
4 200 zł,1 000 zł/miesiąc,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",64 m²,3,3/4,blok,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2010,"tylko dla niepalących, oddzielna kuchnia",,,"Wynajmę mieszkanie 3 pokojowe w spokojnej i zacisznej lokalizacji przy ul. Prymasa Augusta Hlonda (osiedle Ostoja). Mieszkanie dostępne od ręki. Do mieszkania przynależy miejsce postojowe w podziemnym garażu - w cenie. Opłaty za ogrzewanie, śmieci oraz wodę są wliczone w czynsz. Internet w cenie. Rozliczenie energii elektrycznej wg oddzielnych faktur.
Wynajem długoterminowy. Maksymalna ilość osób wynajmujących - 4, dla nie palących i bez zwierząt. 
Najem okazjonalny.",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-miasteczko-wilanow-ID4iNkH
2 900 zł,500 zł/miesiąc,"Słodowiec, Bielany, Warszawa, mazowieckie",36 m²,2,2/4,blok,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",nie,,,piwnica,,,"Dzień dobry,
Wynajmę mieszkanie przy ul. Romaszewskiego.
Mieszkanie nigdy nie wynajmowane - mieszkam tu i obecnie jestem w trakcie przeprowadzki, dlatego wynajmę w dobre ręce.
Mieszkanie z pełnym wyposażeniem.
Ekspozycja okien na wschód i południe, mieszkanie bardzo ciche, ponieważ okna wychodzą na podwórko.
W mieszkaniu jest klimatyzacja na cieplejsze dni.
Powierzchnia: 36,0m2
2 oddzielne pokoje:
1 pokój (sypialnia): Łóżko (120x200cm), 2 pojemne szafy + komoda z szufladami
2 pokój (salon): Sofa (rozkładana), stół, krzesła, 2 regały, szafka TV (bez tablic widocznych na ścianie;)
Kuchnia: Lodówka, piekarnik, płyta indukcyjna
Łazienka: Duży prysznic walk-in, pralka, umywalka, WC
Przedpokój: Szafa wnękowa, dwie szafki na buty + słupek
Udostępnię również piwnicę w razie potrzeby.
Istnieje możliwość wynajęcia miejsca parkingowego na parkingu strzeżonym pod blokiem.
- okna wychodzą na zielone podwórko (w lato sama zieleń!)
- 2 piętro – brak windy
Wynajem: 2900 zł/mies. (+czynsz 500zł, umowa jako najem okazjonalny na min. 12 miesięcy)
Kaucja: 3000zł
Dodatkowo: media rozliczane z liczników: woda, prąd + śmieci
Opis lokalizacji:
4 minuty pieszo do Metra Słodowiec i stacji Veturilo (400m)
1 minuta pieszo do parku (Herberta, Olszyna) (100m)
1,5 minuty samochodem do trasy S8 (1km)\
2 minuty pieszo na do sklepu Biedronka/Carrefour (200m)
Mieszkanie dostępne będzie od 17 marca.
Możliwość oglądania od zaraz.
Agencjom dziękuję za współpracę - wynajmuję bezpośrednio jako właściciel.
Pozdrawiam,
Filip.",https://www.otodom.pl/pl/oferta/2-pokoje-klima-4-minuty-pieszo-metro-slodowiec-ID4pswM
